,Marka:,Seri:,Model:,Yıl:,Yakıt Tipi:,Vites Tipi:,Motor Hacmi:,Motor Gücü:,Kilometre:,İlan No:
3627, Skoda   , Felicia   , 1.3 GLX   , 2000   , LPG & Benzin   , Düz   , 1289 cc   , 54 hp   , 192.000 km   ,
3628, Renault   , Fluence   , 1.5 dCi Extreme   , 2012   , Dizel   , Düz   , 1461 cc   , 110 hp   , 265.000 km   ,
3629, Audi   , A3   , A3 Sedan 1.6 TDI Ambition   , 2015   , Dizel   , Yarı Otomatik   , 1598 cc   , 110 hp   , 130.000 km   ,
3630, Ford   , Escort   , 1.6 CLX   , 1999   , LPG & Benzin   , Düz   , 1597 cc   , 90 hp   , 163.000 km   ,
3631, Opel   , Astra   , 1.3 CDTI Sport   , 2013   , Dizel   , Düz   , 1248 cc   , 95 hp   , 128.500 km   ,
3632, Fiat   , Linea   , 1.3 Multijet Urban   , 2015   , Dizel   , Düz   , 1248 cc   , 95 hp   , 47.000 km   ,
3633, Peugeot   , 306   , 1.6 XS   ,,, Düz   , 1587 cc   , 90 hp   , 165.850 km   ,
3634, Fiat   , Egea   , 1.6 Multijet Lounge   , 2016   , Dizel   , Düz   , 1598 cc   , 120 hp   , 120.000 km   ,
3635, Fiat   , Albea   , 1.3 Multijet SL   , 2004   , Dizel   , Düz   , 1248 cc   , 70 hp   , 256.000 km   ,
3636, Opel   , Astra   , 1.4 T Enjoy Active   , 2013   , LPG & Benzin   , Düz   , 1364 cc   , 140 hp   , 130.000 km   ,
3637, Honda   , Jazz   , 1.4 LS Sport   , 2007   , Benzin   , Düz   , 1339 cc   , 83 hp   , 84.000 km   ,
3638, Peugeot   , 206   , 1.4 X-Line   , 2004   , LPG & Benzin   , Otomatik   , 1360 cc   , 76 hp   , 255.000 km   ,
3639, Opel   , Astra   , 1.6 GL   , 1994   , LPG & Benzin   , Düz   , 1598 cc   , 75 hp   , 247.000 km   ,
3640, BMW   , 3 Serisi   , 316i Standart   , 2009   , LPG & Benzin   , Düz   , 1597 cc   , 115 hp   , 215.000 km   ,
3641, BMW   , 1 Serisi   , 120d   , 2005   , Dizel   , Otomatik   , 1995 cc   , 163 hp   , 257.000 km   ,
3642, Seat   , Leon   , 1.6 TDI CR Style   , 2011   , Dizel   , Düz   , 1598 cc   , 105 hp   , 166.000 km   ,
3643, Volkswagen   , Bora   , 1.6 Comfortline   , 2001   , LPG & Benzin   , Düz   , 1595 cc   , 105 hp   , 269.139 km   ,
3644, Volkswagen   , Polo   , 1.0 Trendline   , 2015   , Benzin   , Düz   , 999 cc   , 75 hp   , 41.000 km   ,
3645, Volkswagen   , Jetta   , 1.4 TSi Highline   , 2014   , Benzin   , Yarı Otomatik   , 1390 cc   , 122 hp   , 103.000 km   ,
3646, Ford   , Focus   , 1.5 Ti-VCT Trend X   , 2020   , Benzin   , Düz   , 1497 cc   , 123 hp   , 3.500 km   ,
3647, Skoda   , Felicia   , 1.3 GLX   , 2000   , LPG & Benzin   , Düz   , 1289 cc   , 54 hp   , 192.000 km   ,
3648, Renault   , Fluence   , 1.5 dCi Extreme   , 2012   , Dizel   , Düz   , 1461 cc   , 110 hp   , 265.000 km   ,
3649, Audi   , A3   , A3 Sedan 1.6 TDI Ambition   , 2015   , Dizel   , Yarı Otomatik   , 1598 cc   , 110 hp   , 130.000 km   ,
3650, Ford   , Escort   , 1.6 CLX   , 1999   , LPG & Benzin   , Düz   , 1597 cc   , 90 hp   , 163.000 km   ,
3651, Opel   , Astra   , 1.3 CDTI Sport   , 2013   , Dizel   , Düz   , 1248 cc   , 95 hp   , 128.500 km   ,
3652, Fiat   , Linea   , 1.3 Multijet Urban   , 2015   , Dizel   , Düz   , 1248 cc   , 95 hp   , 47.000 km   ,
3653, Peugeot   , 306   , 1.6 XS   , 1997   , LPG & Benzin   , Düz   , 1587 cc   , 90 hp   , 165.850 km   ,
3654, Fiat   , Egea   , 1.6 Multijet Lounge   , 2016   , Dizel   , Düz   , 1598 cc   , 120 hp   , 120.000 km   ,
3655, Fiat   , Albea   , 1.3 Multijet SL   , 2004   , Dizel   , Düz   , 1248 cc   , 70 hp   , 256.000 km   ,
3656, Opel   , Astra   , 1.4 T Enjoy Active   , 2013   , LPG & Benzin   , Düz   , 1364 cc   , 140 hp   , 130.000 km   ,
3657, Honda   , Jazz   , 1.4 LS Sport   , 2007   , Benzin   , Düz   , 1339 cc   , 83 hp   , 84.000 km   ,
3658, Peugeot   , 206   , 1.4 X-Line   , 2004   , LPG & Benzin   , Otomatik   , 1360 cc   , 76 hp   , 255.000 km   ,
3659, Opel   , Astra   , 1.6 GL   , 1994   , LPG & Benzin   , Düz   , 1598 cc   , 75 hp   , 247.000 km   ,
3660, BMW   , 3 Serisi   , 316i Standart   , 2009   , LPG & Benzin   , Düz   , 1597 cc   , 115 hp   , 215.000 km   ,
3661, BMW   , 1 Serisi   , 120d   , 2005   , Dizel   , Otomatik   , 1995 cc   , 163 hp   , 257.000 km   ,
3662, Seat   , Leon   , 1.6 TDI CR Style   , 2011   , Dizel   , Düz   , 1598 cc   , 105 hp   , 166.000 km   ,
3663, Volkswagen   , Bora   , 1.6 Comfortline   , 2001   , LPG & Benzin   , Düz   , 1595 cc   , 105 hp   , 269.139 km   ,
3664, Volkswagen   , Polo   , 1.0 Trendline   , 2015   , Benzin   , Düz   , 999 cc   , 75 hp   , 41.000 km   ,
3665, Volkswagen   , Jetta   , 1.4 TSi Highline   , 2014   , Benzin   , Yarı Otomatik   , 1390 cc   , 122 hp   , 103.000 km   ,
3666, Ford   , Focus   , 1.5 Ti-VCT Trend X   , 2020   , Benzin   , Düz   , 1497 cc   , 123 hp   , 3.500 km   ,
3667, Skoda   , Felicia   , 1.3 GLX   , 2000   , LPG & Benzin   , Düz   , 1289 cc   , 54 hp   , 192.000 km   ,
3668, Renault   , Fluence   , 1.5 dCi Extreme   , 2012   , Dizel   , Düz   , 1461 cc   , 110 hp   , 265.000 km   ,
3669, Audi   , A3   , A3 Sedan 1.6 TDI Ambition   , 2015   , Dizel   , Yarı Otomatik   , 1598 cc   , 110 hp   , 130.000 km   ,
3670, Ford   , Escort   , 1.6 CLX   , 1999   , LPG & Benzin   , Düz   , 1597 cc   , 90 hp   , 163.000 km   ,
3671, Opel   , Astra   , 1.3 CDTI Sport   , 2013   , Dizel   , Düz   , 1248 cc   , 95 hp   , 128.500 km   ,
3672, Fiat   , Linea   , 1.3 Multijet Urban   , 2015   , Dizel   , Düz   , 1248 cc   , 95 hp   , 47.000 km   ,
3673, Peugeot   , 306   , 1.6 XS   , 1997   , LPG & Benzin   , Düz   , 1587 cc   , 90 hp   , 165.850 km   ,
3674, Fiat   , Egea   , 1.6 Multijet Lounge   , 2016   , Dizel   , Düz   , 1598 cc   , 120 hp   , 120.000 km   ,
3675, Fiat   , Albea   , 1.3 Multijet SL   , 2004   , Dizel   , Düz   , 1248 cc   , 70 hp   , 256.000 km   ,
3676, Opel   , Astra   , 1.4 T Enjoy Active   , 2013   , LPG & Benzin   , Düz   , 1364 cc   , 140 hp   , 130.000 km   ,
3677, Honda   , Jazz   , 1.4 LS Sport   , 2007   , Benzin   , Düz   , 1339 cc   , 83 hp   , 84.000 km   ,
3678, Peugeot   , 206   , 1.4 X-Line   , 2004   , LPG & Benzin   , Otomatik   , 1360 cc   , 76 hp   , 255.000 km   ,
3679, Opel   , Astra   , 1.6 GL   , 1994   , LPG & Benzin   , Düz   , 1598 cc   , 75 hp   , 247.000 km   ,
3680, BMW   , 3 Serisi   , 316i Standart   , 2009   , LPG & Benzin   , Düz   , 1597 cc   , 115 hp   , 215.000 km   ,
3681, BMW   , 1 Serisi   , 120d   , 2005   , Dizel   , Otomatik   , 1995 cc   , 163 hp   , 257.000 km   ,
3682, Seat   , Leon   , 1.6 TDI CR Style   , 2011   , Dizel   , Düz   , 1598 cc   , 105 hp   , 166.000 km   ,
3683, Volkswagen   , Bora   , 1.6 Comfortline   , 2001   , LPG & Benzin   , Düz   , 1595 cc   , 105 hp   , 269.139 km   ,
3684, Volkswagen   , Polo   , 1.0 Trendline   , 2015   , Benzin   , Düz   , 999 cc   , 75 hp   , 41.000 km   ,
3685, Volkswagen   , Jetta   , 1.4 TSi Highline   , 2014   , Benzin   , Yarı Otomatik   , 1390 cc   , 122 hp   , 103.000 km   ,
3686, Ford   , Focus   , 1.5 Ti-VCT Trend X   , 2020   , Benzin   , Düz   , 1497 cc   , 123 hp   , 3.500 km   ,
3687, Skoda   , Felicia   , 1.3 GLX   , 2000   , LPG & Benzin   , Düz   , 1289 cc   , 54 hp   , 192.000 km   ,
3688, Renault   , Fluence   , 1.5 dCi Extreme   , 2012   , Dizel   , Düz   , 1461 cc   , 110 hp   , 265.000 km   ,
3689, Volkswagen   , Passat   , 1.6 TDi BlueMotion Comfortline   , 2016   , Dizel   , Yarı Otomatik   , 1598 cc   , 120 hp   , 177.000 km   ,
3690, Audi   , A3   , A3 Sedan 1.6 TDI Ambition   , 2015   , Dizel   , Yarı Otomatik   , 1598 cc   , 110 hp   , 130.000 km   ,
3691, Ford   , Escort   , 1.6 CLX   , 1999   , LPG & Benzin   , Düz   , 1597 cc   , 90 hp   , 163.000 km   ,
3692, Opel   , Astra   , 1.3 CDTI Sport   , 2013   , Dizel   , Düz   , 1248 cc   , 95 hp   , 128.500 km   ,
3693, Fiat   , Linea   , 1.3 Multijet Urban   , 2015   , Dizel   , Düz   , 1248 cc   , 95 hp   , 47.000 km   ,
3694, Peugeot   , 306   , 1.6 XS   , 1997   , LPG & Benzin   , Düz   , 1587 cc   , 90 hp   , 165.850 km   ,
3695, Fiat   , Egea   , 1.6 Multijet Lounge   , 2016   , Dizel   , Düz   , 1598 cc   , 120 hp   , 120.000 km   ,
3696, Fiat   , Albea   , 1.3 Multijet SL   , 2004   , Dizel   , Düz   , 1248 cc   , 70 hp   , 256.000 km   ,
3697, Opel   , Astra   , 1.4 T Enjoy Active   , 2013   , LPG & Benzin   , Düz   , 1364 cc   , 140 hp   , 130.000 km   ,
3698, Honda   , Jazz   , 1.4 LS Sport   , 2007   , Benzin   , Düz   , 1339 cc   , 83 hp   , 84.000 km   ,
3699, Peugeot   , 206   , 1.4 X-Line   , 2004   , LPG & Benzin   , Otomatik   , 1360 cc   , 76 hp   , 255.000 km   ,
3700, Opel   , Astra   , 1.6 GL   , 1994   , LPG & Benzin   , Düz   , 1598 cc   , 75 hp   , 247.000 km   ,
3701, BMW   , 3 Serisi   , 316i Standart   , 2009   , LPG & Benzin   , Düz   , 1597 cc   , 115 hp   , 215.000 km   ,
3702, BMW   , 1 Serisi   , 120d   , 2005   , Dizel   , Otomatik   , 1995 cc   , 163 hp   , 257.000 km   ,
3703, Seat   , Leon   , 1.6 TDI CR Style   , 2011   , Dizel   , Düz   , 1598 cc   , 105 hp   , 166.000 km   ,
3704, Volkswagen   , Bora   , 1.6 Comfortline   , 2001   , LPG & Benzin   , Düz   , 1595 cc   , 105 hp   , 269.139 km   ,
3705, Volkswagen   , Polo   , 1.0 Trendline   , 2015   , Benzin   , Düz   , 999 cc   , 75 hp   , 41.000 km   ,
3706, Volkswagen   , Jetta   , 1.4 TSi Highline   , 2014   , Benzin   , Yarı Otomatik   , 1390 cc   , 122 hp   , 103.000 km   ,
3707, Ford   , Focus   , 1.5 Ti-VCT Trend X   , 2020   , Benzin   , Düz   , 1497 cc   , 123 hp   , 3.500 km   ,
3708, Skoda   , Felicia   , 1.3 GLX   , 2000   , LPG & Benzin   , Düz   , 1289 cc   , 54 hp   , 192.000 km   ,
3709, Volkswagen   , Passat   , 1.6 TDi BlueMotion Comfortline   , 2016   , Dizel   , Yarı Otomatik   , 1598 cc   , 120 hp   , 177.000 km   ,
3710, Audi   , A3   , A3 Sedan 1.6 TDI Ambition   , 2015   , Dizel   , Yarı Otomatik   , 1598 cc   , 110 hp   , 130.000 km   ,
3711, Ford   , Escort   , 1.6 CLX   , 1999   , LPG & Benzin   , Düz   , 1597 cc   , 90 hp   , 163.000 km   ,
3712, Opel   , Astra   , 1.3 CDTI Sport   , 2013   , Dizel   , Düz   , 1248 cc   , 95 hp   , 128.500 km   ,
3713, Fiat   , Linea   , 1.3 Multijet Urban   , 2015   , Dizel   , Düz   , 1248 cc   , 95 hp   , 47.000 km   ,
3714, Peugeot   , 306   , 1.6 XS   ,,, Düz   , 1587 cc   , 90 hp   , 165.850 km   ,
3715, Fiat   , Egea   , 1.6 Multijet Lounge   , 2016   , Dizel   , Düz   , 1598 cc   , 120 hp   , 120.000 km   ,
3716, Fiat   , Albea   , 1.3 Multijet SL   , 2004   , Dizel   , Düz   , 1248 cc   , 70 hp   , 256.000 km   ,
3717, Opel   , Astra   , 1.4 T Enjoy Active   , 2013   , LPG & Benzin   , Düz   , 1364 cc   , 140 hp   , 130.000 km   ,
3718, Honda   , Jazz   , 1.4 LS Sport   , 2007   , Benzin   , Düz   , 1339 cc   , 83 hp   , 84.000 km   ,
3719, Peugeot   , 206   , 1.4 X-Line   , 2004   , LPG & Benzin   , Otomatik   , 1360 cc   , 76 hp   , 255.000 km   ,
3720, Opel   , Astra   , 1.6 GL   , 1994   , LPG & Benzin   , Düz   , 1598 cc   , 75 hp   , 247.000 km   ,
3721, BMW   , 3 Serisi   , 316i Standart   , 2009   , LPG & Benzin   , Düz   , 1597 cc   , 115 hp   , 215.000 km   ,
3722, BMW   , 1 Serisi   , 120d   , 2005   , Dizel   , Otomatik   , 1995 cc   , 163 hp   , 257.000 km   ,
3723, Seat   , Leon   , 1.6 TDI CR Style   , 2011   , Dizel   , Düz   , 1598 cc   , 105 hp   , 166.000 km   ,
3724, Volkswagen   , Bora   , 1.6 Comfortline   , 2001   , LPG & Benzin   , Düz   , 1595 cc   , 105 hp   , 269.139 km   ,
3725, Volkswagen   , Polo   , 1.0 Trendline   , 2015   , Benzin   , Düz   , 999 cc   , 75 hp   , 41.000 km   ,
3726, Volkswagen   , Jetta   , 1.4 TSi Highline   , 2014   , Benzin   , Yarı Otomatik   , 1390 cc   , 122 hp   , 103.000 km   ,
3727, Ford   , Focus   , 1.5 Ti-VCT Trend X   , 2020   , Benzin   , Düz   , 1497 cc   , 123 hp   , 3.500 km   ,
3728, Skoda   , Felicia   , 1.3 GLX   , 2000   , LPG & Benzin   , Düz   , 1289 cc   , 54 hp   , 192.000 km   ,
3729, Opel   , Corsa   , 1.2 Enjoy   , 2009   , LPG & Benzin   , Düz   , 1229 cc   , 80 hp   , 210.000 km   ,
3730, Opel   , Astra   , 1.6 Comfort   , 2006   , LPG & Benzin   , Düz   , 1598 cc   , 103 hp   , 270.000 km   ,
3731, Volkswagen   , Passat   , 1.6 TDi BlueMotion Comfortline   , 2016   , Dizel   , Yarı Otomatik   , 1598 cc   , 120 hp   , 177.000 km   ,
3732, Audi   , A3   , A3 Sedan 1.6 TDI Ambition   , 2015   , Dizel   , Yarı Otomatik   , 1598 cc   , 110 hp   , 130.000 km   ,
3733, Ford   , Escort   , 1.6 CLX   , 1999   , LPG & Benzin   , Düz   , 1597 cc   , 90 hp   , 163.000 km   ,
3734, Opel   , Astra   , 1.3 CDTI Sport   , 2013   , Dizel   , Düz   , 1248 cc   , 95 hp   , 128.500 km   ,
3735, Fiat   , Linea   , 1.3 Multijet Urban   , 2015   , Dizel   , Düz   , 1248 cc   , 95 hp   , 47.000 km   ,
3736, Peugeot   , 306   , 1.6 XS   ,,, Düz   , 1587 cc   , 90 hp   , 165.850 km   ,
3737, Fiat   , Egea   , 1.6 Multijet Lounge   , 2016   , Dizel   , Düz   , 1598 cc   , 120 hp   , 120.000 km   ,
3738, Fiat   , Albea   , 1.3 Multijet SL   , 2004   , Dizel   , Düz   , 1248 cc   , 70 hp   , 256.000 km   ,
3739, Opel   , Astra   , 1.4 T Enjoy Active   , 2013   , LPG & Benzin   , Düz   , 1364 cc   , 140 hp   , 130.000 km   ,
3740, Honda   , Jazz   , 1.4 LS Sport   , 2007   , Benzin   , Düz   , 1339 cc   , 83 hp   , 84.000 km   ,
3741, Peugeot   , 206   , 1.4 X-Line   , 2004   , LPG & Benzin   , Otomatik   , 1360 cc   , 76 hp   , 255.000 km   ,
3742, Opel   , Astra   , 1.6 GL   , 1994   , LPG & Benzin   , Düz   , 1598 cc   , 75 hp   , 247.000 km   ,
3743, BMW   , 3 Serisi   , 316i Standart   , 2009   , LPG & Benzin   , Düz   , 1597 cc   , 115 hp   , 215.000 km   ,
3744, BMW   , 1 Serisi   , 120d   , 2005   , Dizel   , Otomatik   , 1995 cc   , 163 hp   , 257.000 km   ,
3745, Seat   , Leon   , 1.6 TDI CR Style   , 2011   , Dizel   , Düz   , 1598 cc   , 105 hp   , 166.000 km   ,
3746, Volkswagen   , Bora   , 1.6 Comfortline   , 2001   , LPG & Benzin   , Düz   , 1595 cc   , 105 hp   , 269.139 km   ,
3747, Volkswagen   , Polo   , 1.0 Trendline   , 2015   , Benzin   , Düz   , 999 cc   , 75 hp   , 41.000 km   ,
3748, Volkswagen   , Jetta   , 1.4 TSi Highline   , 2014   , Benzin   , Yarı Otomatik   , 1390 cc   , 122 hp   , 103.000 km   ,
3749, Tofaş   , Doğan   , SLX   , 1993   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 250.000 km   ,
3750, Renault   , Clio   , 1.5 dCi Authentique   , 2009   , Dizel   , Düz   , 1461 cc   , 65 hp   , 248.500 km   ,
3751, Opel   , Corsa   , 1.2 Enjoy   , 2009   , LPG & Benzin   , Düz   , 1229 cc   , 80 hp   , 210.000 km   ,
3752, Opel   , Astra   , 1.6 Comfort   , 2006   , LPG & Benzin   , Düz   , 1598 cc   , 103 hp   , 270.000 km   ,
3753, Volkswagen   , Passat   , 1.6 TDi BlueMotion Comfortline   , 2016   , Dizel   , Yarı Otomatik   , 1598 cc   , 120 hp   , 177.000 km   ,
3754, Audi   , A3   , A3 Sedan 1.6 TDI Ambition   , 2015   , Dizel   , Yarı Otomatik   , 1598 cc   , 110 hp   , 130.000 km   ,
3755, Ford   , Escort   , 1.6 CLX   , 1999   , LPG & Benzin   , Düz   , 1597 cc   , 90 hp   , 163.000 km   ,
3756, Opel   , Astra   , 1.3 CDTI Sport   , 2013   , Dizel   , Düz   , 1248 cc   , 95 hp   , 128.500 km   ,
3757, Fiat   , Linea   , 1.3 Multijet Urban   , 2015   , Dizel   , Düz   , 1248 cc   , 95 hp   , 47.000 km   ,
3758, Peugeot   , 306   , 1.6 XS   , 1997   , LPG & Benzin   , Düz   , 1587 cc   , 90 hp   , 165.850 km   ,
3759, Fiat   , Egea   , 1.6 Multijet Lounge   , 2016   , Dizel   , Düz   , 1598 cc   , 120 hp   , 120.000 km   ,
3760, Fiat   , Albea   , 1.3 Multijet SL   , 2004   , Dizel   , Düz   , 1248 cc   , 70 hp   , 256.000 km   ,
3761, Opel   , Astra   , 1.4 T Enjoy Active   , 2013   , LPG & Benzin   , Düz   , 1364 cc   , 140 hp   , 130.000 km   ,
3762, Honda   , Jazz   , 1.4 LS Sport   , 2007   , Benzin   , Düz   , 1339 cc   , 83 hp   , 84.000 km   ,
3763, Peugeot   , 206   , 1.4 X-Line   , 2004   , LPG & Benzin   , Otomatik   , 1360 cc   , 76 hp   , 255.000 km   ,
3764, Opel   , Astra   , 1.6 GL   , 1994   , LPG & Benzin   , Düz   , 1598 cc   , 75 hp   , 247.000 km   ,
3765, BMW   , 3 Serisi   , 316i Standart   , 2009   , LPG & Benzin   , Düz   , 1597 cc   , 115 hp   , 215.000 km   ,
3766, BMW   , 1 Serisi   , 120d   , 2005   , Dizel   , Otomatik   , 1995 cc   , 163 hp   , 257.000 km   ,
3767, Seat   , Leon   , 1.6 TDI CR Style   , 2011   , Dizel   , Düz   , 1598 cc   , 105 hp   , 166.000 km   ,
3768, Volkswagen   , Bora   , 1.6 Comfortline   , 2001   , LPG & Benzin   , Düz   , 1595 cc   , 105 hp   , 269.139 km   ,
3769, Opel   , Ascona   , 1.6 LS   , 1988   , LPG & Benzin   , Düz   , 1598 cc   , 75 hp   , 230.000 km   ,
3770, Tofaş   , Doğan   , SLX   , 1993   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 250.000 km   ,
3771, Renault   , Clio   , 1.5 dCi Authentique   , 2009   , Dizel   , Düz   , 1461 cc   , 65 hp   , 248.500 km   ,
3772, Opel   , Corsa   , 1.2 Enjoy   , 2009   , LPG & Benzin   , Düz   , 1229 cc   , 80 hp   , 210.000 km   ,
3773, Opel   , Astra   , 1.6 Comfort   , 2006   , LPG & Benzin   , Düz   , 1598 cc   , 103 hp   , 270.000 km   ,
3774, Volkswagen   , Passat   , 1.6 TDi BlueMotion Comfortline   , 2016   , Dizel   , Yarı Otomatik   , 1598 cc   , 120 hp   , 177.000 km   ,
3775, Audi   , A3   , A3 Sedan 1.6 TDI Ambition   , 2015   , Dizel   , Yarı Otomatik   , 1598 cc   , 110 hp   , 130.000 km   ,
3776, Ford   , Escort   , 1.6 CLX   , 1999   , LPG & Benzin   , Düz   , 1597 cc   , 90 hp   , 163.000 km   ,
3777, Opel   , Astra   , 1.3 CDTI Sport   , 2013   , Dizel   , Düz   , 1248 cc   , 95 hp   , 128.500 km   ,
3778, Fiat   , Linea   , 1.3 Multijet Urban   , 2015   , Dizel   , Düz   , 1248 cc   , 95 hp   , 47.000 km   ,
3779, Peugeot   , 306   , 1.6 XS   ,,, Düz   , 1587 cc   , 90 hp   , 165.850 km   ,
3780, Fiat   , Egea   , 1.6 Multijet Lounge   , 2016   , Dizel   , Düz   , 1598 cc   , 120 hp   , 120.000 km   ,
3781, Fiat   , Albea   , 1.3 Multijet SL   , 2004   , Dizel   , Düz   , 1248 cc   , 70 hp   , 256.000 km   ,
3782, Opel   , Astra   , 1.4 T Enjoy Active   , 2013   , LPG & Benzin   , Düz   , 1364 cc   , 140 hp   , 130.000 km   ,
3783, Honda   , Jazz   , 1.4 LS Sport   , 2007   , Benzin   , Düz   , 1339 cc   , 83 hp   , 84.000 km   ,
3784, Peugeot   , 206   , 1.4 X-Line   , 2004   , LPG & Benzin   , Otomatik   , 1360 cc   , 76 hp   , 255.000 km   ,
3785, Opel   , Astra   , 1.6 GL   , 1994   , LPG & Benzin   , Düz   , 1598 cc   , 75 hp   , 247.000 km   ,
3786, BMW   , 3 Serisi   , 316i Standart   , 2009   , LPG & Benzin   , Düz   , 1597 cc   , 115 hp   , 215.000 km   ,
3787, BMW   , 1 Serisi   , 120d   , 2005   , Dizel   , Otomatik   , 1995 cc   , 163 hp   , 257.000 km   ,
3788, Seat   , Leon   , 1.6 TDI CR Style   , 2011   , Dizel   , Düz   , 1598 cc   , 105 hp   , 166.000 km   ,
3789, Opel   , Ascona   , 1.6 LS   , 1988   , LPG & Benzin   , Düz   , 1598 cc   , 75 hp   , 230.000 km   ,
3790, Tofaş   , Doğan   , SLX   , 1993   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 250.000 km   ,
3791, Renault   , Clio   , 1.5 dCi Authentique   , 2009   , Dizel   , Düz   , 1461 cc   , 65 hp   , 248.500 km   ,
3792, Opel   , Corsa   , 1.2 Enjoy   , 2009   , LPG & Benzin   , Düz   , 1229 cc   , 80 hp   , 210.000 km   ,
3793, Opel   , Astra   , 1.6 Comfort   , 2006   , LPG & Benzin   , Düz   , 1598 cc   , 103 hp   , 270.000 km   ,
3794, Volkswagen   , Passat   , 1.6 TDi BlueMotion Comfortline   , 2016   , Dizel   , Yarı Otomatik   , 1598 cc   , 120 hp   , 177.000 km   ,
3795, Audi   , A3   , A3 Sedan 1.6 TDI Ambition   , 2015   , Dizel   , Yarı Otomatik   , 1598 cc   , 110 hp   , 130.000 km   ,
3796, Ford   , Escort   , 1.6 CLX   , 1999   , LPG & Benzin   , Düz   , 1597 cc   , 90 hp   , 163.000 km   ,
3797, Opel   , Astra   , 1.3 CDTI Sport   , 2013   , Dizel   , Düz   , 1248 cc   , 95 hp   , 128.500 km   ,
3798, Fiat   , Linea   , 1.3 Multijet Urban   , 2015   , Dizel   , Düz   , 1248 cc   , 95 hp   , 47.000 km   ,
3799, Peugeot   , 306   , 1.6 XS   ,,, Düz   , 1587 cc   , 90 hp   , 165.850 km   ,
3800, Fiat   , Egea   , 1.6 Multijet Lounge   , 2016   , Dizel   , Düz   , 1598 cc   , 120 hp   , 120.000 km   ,
3801, Fiat   , Albea   , 1.3 Multijet SL   , 2004   , Dizel   , Düz   , 1248 cc   , 70 hp   , 256.000 km   ,
3802, Opel   , Astra   , 1.4 T Enjoy Active   , 2013   , LPG & Benzin   , Düz   , 1364 cc   , 140 hp   , 130.000 km   ,
3803, Honda   , Jazz   , 1.4 LS Sport   , 2007   , Benzin   , Düz   , 1339 cc   , 83 hp   , 84.000 km   ,
3804, Peugeot   , 206   , 1.4 X-Line   , 2004   , LPG & Benzin   , Otomatik   , 1360 cc   , 76 hp   , 255.000 km   ,
3805, Opel   , Astra   , 1.6 GL   , 1994   , LPG & Benzin   , Düz   , 1598 cc   , 75 hp   , 247.000 km   ,
3806, BMW   , 3 Serisi   , 316i Standart   , 2009   , LPG & Benzin   , Düz   , 1597 cc   , 115 hp   , 215.000 km   ,
3807, BMW   , 1 Serisi   , 120d   , 2005   , Dizel   , Otomatik   , 1995 cc   , 163 hp   , 257.000 km   ,
3808, Seat   , Leon   , 1.6 TDI CR Style   , 2011   , Dizel   , Düz   , 1598 cc   , 105 hp   , 166.000 km   ,
3809, Skoda   , Fabia   , 1.4 Comfort   , 2002   , LPG & Benzin   , Düz   , 1397 cc   , 68 hp   , 240.000 km   ,
3810, Opel   , Ascona   , 1.6 LS   , 1988   , LPG & Benzin   , Düz   , 1598 cc   , 75 hp   , 230.000 km   ,
3811, Tofaş   , Doğan   , SLX   , 1993   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 250.000 km   ,
3812, Renault   , Clio   , 1.5 dCi Authentique   , 2009   , Dizel   , Düz   , 1461 cc   , 65 hp   , 248.500 km   ,
3813, Opel   , Corsa   , 1.2 Enjoy   , 2009   , LPG & Benzin   , Düz   , 1229 cc   , 80 hp   , 210.000 km   ,
3814, Opel   , Astra   , 1.6 Comfort   , 2006   , LPG & Benzin   , Düz   , 1598 cc   , 103 hp   , 270.000 km   ,
3815, Volkswagen   , Passat   , 1.6 TDi BlueMotion Comfortline   , 2016   , Dizel   , Yarı Otomatik   , 1598 cc   , 120 hp   , 177.000 km   ,
3816, Audi   , A3   , A3 Sedan 1.6 TDI Ambition   , 2015   , Dizel   , Yarı Otomatik   , 1598 cc   , 110 hp   , 130.000 km   ,
3817, Ford   , Escort   , 1.6 CLX   , 1999   , LPG & Benzin   , Düz   , 1597 cc   , 90 hp   , 163.000 km   ,
3818, Opel   , Astra   , 1.3 CDTI Sport   , 2013   , Dizel   , Düz   , 1248 cc   , 95 hp   , 128.500 km   ,
3819, Fiat   , Linea   , 1.3 Multijet Urban   , 2015   , Dizel   , Düz   , 1248 cc   , 95 hp   , 47.000 km   ,
3820, Peugeot   , 306   , 1.6 XS   ,,, Düz   , 1587 cc   , 90 hp   , 165.850 km   ,
3821, Fiat   , Egea   , 1.6 Multijet Lounge   , 2016   , Dizel   , Düz   , 1598 cc   , 120 hp   , 120.000 km   ,
3822, Fiat   , Albea   , 1.3 Multijet SL   , 2004   , Dizel   , Düz   , 1248 cc   , 70 hp   , 256.000 km   ,
3823, Opel   , Astra   , 1.4 T Enjoy Active   , 2013   , LPG & Benzin   , Düz   , 1364 cc   , 140 hp   , 130.000 km   ,
3824, Honda   , Jazz   , 1.4 LS Sport   , 2007   , Benzin   , Düz   , 1339 cc   , 83 hp   , 84.000 km   ,
3825, Peugeot   , 206   , 1.4 X-Line   , 2004   , LPG & Benzin   , Otomatik   , 1360 cc   , 76 hp   , 255.000 km   ,
